,Residual
212,13.329372974881736
213,10.468005325013877
214,-78.63269052366847
215,-25.41408801008606
216,11.359566271114147
217,47.25164581332757
218,-29.280161540106008
219,-70.93571549109197
220,3.859392693218524
221,-7.6961824849952905
222,-29.718241457960005
223,-22.238018998922087
224,-26.832206748549538
225,-36.61373501403307
226,-61.90329458223624
227,80.46328031569595
228,116.10476919207707
229,25.83737619008228
230,-2.172485648642521
231,-66.17013385642025
232,-2.3980564782742846
233,24.124637722618374
234,-35.113679484621684
235,-36.43752037788825
236,44.42037169248643
237,-21.020531138341013
238,41.56881607351902
239,-83.9809270386739
240,6.2696290303609885
241,46.7305794187065
242,-36.72418674448896
243,-82.24876620824176
244,-5.671835296340305
245,3.1151818939814575
246,-35.17271100832568
247,-7.498758242791723
248,-26.10656754354619
249,-13.808777531645603
250,0.4628308880759846
251,221.57934885363926
252,-72.88948556098278
253,85.1811621326787
254,-37.33363242856211
255,6.116773389963043
256,-46.028839815913386
257,68.0303496279585
258,-50.034011079449954
259,41.48564237766833
260,10.247091383473546
261,-0.6759489729332842
262,-6.900276029917094
263,72.06682292393147
264,27.570401869166787
265,76.20369420242271
266,-3.3167172291461355
267,-10.15737075477675
268,-122.42286451939607
269,-11.053362617702021
270,2.0008583410997858
271,22.56023541859031
272,10.325802729331542
273,-4.19581471121495
274,2.3587925471866242
275,-12.430593273796603
276,-15.431044010430867
277,-36.495956950953996
278,-26.439064916615905
279,-30.98659297416583
280,-36.77840384389134
281,44.57872895198699
282,191.91052235348468
283,-65.66499079208086
284,-10.096416732007071
285,-34.6327424695516
286,1.7804920245693694
287,-43.61889138561243
288,4.420522910869025
289,27.403001120658715
290,17.262779310567183
291,-2.0695378903405555
292,-28.60461194874783
293,-86.40963698059882
294,12.026794956045308
295,22.86231837668268
296,-31.725181607105355
297,-15.244008034871001
298,-35.03620383591016
299,-4.300863721068936
300,-1.2197668111846838
301,-12.950111572557432
302,-20.302480091665473
303,-36.24081258265517
304,-47.58796766396051
305,-34.550757284726615
306,-39.26418580897359
307,-45.36343652269164
308,-11.45031144643508
309,-51.738842611782786
310,125.6948155425332
311,66.40885235042275
312,-34.94218262317895
313,-18.826069138969558
314,-34.487576025749945
315,-5.009037828553005
316,8.066659766269765
317,17.98741368413505
318,-9.352900387655097
319,21.787270505917988
320,20.89910192150667
321,-14.698766794282037
322,50.6049665364293
323,16.49222130930322
324,78.81302291318615
325,12.971843017144366
326,33.790975778011486
327,-71.77058536578774
328,-121.26113824703503
329,63.20760860116985
330,-23.002513050310426
331,12.418145030028825
332,-7.165148822654999
333,-0.10701308969061074
334,-12.725441963793116
335,4.6093150501525315
336,-20.273404954352714
337,-14.501629521092525
338,-41.06307014991995
339,33.94416709544123
340,172.65153676308785
341,-23.494181992922833
342,12.626099669485995
343,-23.231334770620435
344,6.5212415284808
345,-50.55618929838903
346,39.53442688365901
347,-31.420850518709244
348,33.327340862106055
349,29.564629627640173
350,16.316972519023395
351,16.1425298981989
352,48.375725421593685
353,17.328286521364006
354,49.319439062081855
355,80.50832626885371
356,29.41231983890266
357,59.400481901592045
358,59.715801920203475
359,38.568899798169284
360,57.01368171693319
361,62.88060388407119
362,31.87208688282719
363,41.47131619814472
364,-134.57171862012984
365,-41.90090233173447
366,44.083334269315856
367,14.407301942230788
368,13.284836941040282
369,22.724296585411082
370,21.38381801125547
371,-2.3647458935489
372,-15.23512029534362
373,-23.634502227564155
374,-26.86137399165051
375,-25.348610711900903
376,-41.84323091595553
377,-62.272677568549966
378,-33.17849130641554
379,187.33253128367903
380,24.174840272075897
381,2.604530616492113
382,-8.359274141058108
383,-7.5504636049382725
384,-33.76018989924751
385,-63.42202865820889
386,106.3664672339447
387,-40.28671931806497
388,49.661610702508355
389,-29.726634692946448
390,45.364471512300085
391,-12.932237166194696
392,56.46746598430717
393,-25.596655192386905
394,-4.2455251547057316
395,-8.888227847035495
396,63.882739069377294
397,61.07753906064745
398,49.31341064989829
399,7.900957812774621
400,59.06275554559976
401,44.77498913039928
402,28.72943686500294
403,61.33920217450385
404,39.37189859980326
405,29.662134103391978
406,43.98350732048927
407,8.553611248743053
408,32.12277870063521
409,54.56024513074978
410,32.700027093994564
411,-69.45446392947709
412,-45.07026897141694
413,-23.336057278436158
414,10.641600187734866
415,2.9199618942946017
416,1.591667925280376
417,-4.514396566060611
418,11.839940497170232
