,Residual
129,-27.463474171131665
130,-69.60766670209638
131,4.2815865092712215
132,-46.491998765416554
133,25.996855809106478
134,3.747697354344382
135,-5.610592539773222
136,34.3942371487056
137,-25.1792055247887
138,-20.524192010946024
139,16.96877003339307
140,38.52260325650872
141,137.13590565898124
142,131.97852926890783
143,54.27516848989234
144,-26.87897216938717
145,56.557591892149674
146,-124.2298428484919
147,79.11904784643585
148,-83.34339890477202
149,23.315480179434672
150,-34.019102571888794
151,59.929677404283325
152,16.09403265845016
153,23.519017923416953
154,-46.9523992476373
155,-10.593124411880169
156,52.1128236821813
157,49.490843872229505
158,75.08307835898786
159,-87.05963058270098
160,-101.6581552268687
161,20.497563050588553
162,7.772498275048861
163,5.248076883507508
164,13.164909429174884
165,-2.97866761162544
166,-1.514620453779969
167,40.99823496877514
168,-56.63061284934068
169,-40.37685254758901
170,-29.09907515991324
171,-31.32745328409925
172,-23.78299459920777
173,-88.93178373284218
174,-38.027022096281485
175,63.06237943438725
176,-9.266043351012016
177,-0.08113051894497403
178,5.141401275728583
179,43.45540797637969
180,-79.31461175034289
181,27.008874044934828
182,-0.19464302668595224
183,-50.01046672895754
184,39.41138608692478
185,-60.47920052294501
186,79.48858177156328
187,10.097711093502454
188,44.79869771681945
189,-57.16314726497427
190,-16.30231398247338
191,-10.11347419421196
192,72.81261087647331
193,20.77251097860568
194,-30.773519837745283
195,3.1709111853668333
196,-2.7156432473747714
197,-16.08396471543614
198,-16.52925961038244
199,-14.98199858880713
200,16.249760228813216
201,-19.85220239834905
202,116.58451337818116
203,68.96581708490254
204,-28.743305316863598
205,-54.471688814634604
206,10.869794838862958
207,-15.08385264420977
208,-0.8348262165178681
209,-11.565733004478275
210,5.101327076574378
211,-15.248422869354556
212,6.3963157639452675
213,22.150437763336356
214,-96.90530823154124
215,-10.825441679613391
216,12.237598828693649
217,60.77564965412665
218,-10.42328084906211
219,-60.26360137621759
220,18.618345862138597
221,-7.879909000373573
222,-30.39705300012008
223,16.512604970909592
224,-21.13274741473799
225,-35.66149612593006
226,-40.64032364465049
227,102.84610299474565
228,153.64958271985827
229,43.84288667133541
230,-14.714784426504707
231,-115.12558992863893
232,-19.79799154617436
233,5.0120841259301585
234,-33.50996870257984
235,-41.59090335957957
236,53.68514993913104
237,-25.478184571980364
238,43.99631227039951
239,-91.60017748041841
240,-6.208622313181394
241,52.441256220813614
242,-43.96736273859396
243,-65.24016352270507
244,-8.255495207662307
245,7.751058483243241
246,-17.864939994778524
247,9.1369547164486
248,-11.348703129130001
249,-12.508540602426876
250,4.981836418903299
251,261.4191926720207
252,-49.85988523056983
253,97.68170260864468
254,1.7860271584509064
255,26.0036894124797
256,-22.610857772588247
257,74.80309685798414
258,-64.5951904597639
259,-2.9805917180583776
260,-7.549092891260415
261,-25.004808144391887
262,-7.623752612874284
263,66.84377548487885
264,30.87025317945085
265,71.84230064882662
266,-3.4900581401418407
267,-9.875449811601868
268,-132.2269530130574
269,-17.579157198702887
270,-7.106752534636371
271,42.847902695777464
272,10.020640176810957
273,0.6262399005007637
274,22.57653541450844
275,6.025302420394553
276,2.4453024671973367
277,-31.420312403064088
278,-21.74521911536317
279,-20.57498165875677
280,-20.56815127505729
281,40.867228463930644
282,223.72668718216016
283,-41.678239639546604
284,15.836621961467003
285,-30.443511984551094
286,-7.186599682233776
287,-83.55097806434185
288,-13.440537928386789
289,6.807345051068211
290,20.06370129141743
291,-9.98288865547876
292,-28.2705981739865
293,-99.15031096776268
294,4.166960070334994
295,20.619047408841567
296,-29.510847184362376
297,-15.670387414361613
298,-39.979956228851705
299,14.100752287023965
300,-0.7585765036747603
301,-6.403307268010451
302,-0.6521085731093308
303,-17.530724488149417
304,-29.777082806671274
305,-27.216036732907185
306,-32.41524764562894
307,-33.348600913914254
308,6.240606583527949
309,-57.755290246085536
310,132.87618183195988
311,89.57267861570637
312,-7.305431908748176
313,-11.527556945558104
314,-40.44468986046522
315,-37.19952020228459
316,-5.701211456068108
317,-1.0854629995636174
318,-6.768027159785618
319,14.862265156853056
320,25.205606884772877
321,-15.433965841338477
322,47.552578024025195
323,17.33175406555108
324,86.48659837301636
325,20.68236888555265
326,36.700695323106345
327,-49.40961828117446
328,-122.53910179884912
329,61.83916995298716
330,-7.82606436608728
331,25.608116322705996
332,8.509363226953326
333,5.412399645754249
334,-6.334897074342109
335,16.689320317083798
336,-4.326799366302282
337,-17.905317051115503
338,-46.28949761221753
339,39.769851442493746
340,193.0007117190823
341,-12.129176759593008
342,10.457827003792033
343,-48.47604375666626
344,-4.930827905215324
345,-67.2992696071681
346,41.31689001672558
347,-37.28749431587485
348,34.25128277560552
349,30.81422506869795
350,11.843104771346148
351,15.886729618158938
352,49.846619000505754
353,22.690240568738105
354,49.466158896975855
355,107.99852176467382
356,46.633685128394916
357,65.33647584808136
358,84.121518432183
359,60.231422834626756
360,79.43777068378836
361,75.29833494686159
362,44.657062506390616
363,55.75948952739407
364,-117.19633381278618
365,-52.55032417600876
366,31.43832755873268
367,8.69609829420392
368,6.806182859037733
369,15.494992496448845
370,4.192283513103746
371,-37.43571877374063
372,-36.57193647689104
373,-44.68854635964527
374,-33.41472066709457
375,-34.669335890827426
376,-45.51407447299522
377,-66.55989778015567
378,-41.80794001697558
379,184.64662078954967
380,32.86842184847018
381,15.604931383739725
382,-0.7227874174978979
383,20.889995944284635
384,-13.53174096243032
385,-57.227646456611865
386,125.03204751155448
387,-17.469118707590923
388,67.48881529441647
389,-19.61985857920149
390,53.95590966976927
391,-0.6397918916277376
392,82.56235278825186
393,-21.434980072448184
394,-11.303162022436027
395,-10.072487832184038
396,60.21360977650693
397,57.54024738794948
398,36.18615732244433
399,-20.89811965890283
400,42.112628812419985
401,30.200894365898876
402,27.752172125442144
403,57.054738998377275
404,42.24221849367416
405,33.108956394394966
406,41.48216248830727
407,-5.240953662635164
408,27.261594989926834
409,56.13892724762553
410,30.11472350417705
411,-52.28883569267478
412,-37.858644298082595
413,-26.31574748769407
414,9.850499529252602
415,12.558455267395118
416,6.015925742216666
417,-2.6546855761352504
418,12.02429643332772
